,StationID,Station,Date,Time,Stratum,Depth,TP,DP,Cl,TN,TempC,Chla,Secchi,NP_Cya_bio,target
166,2,South Lake B,07/16/14,1200.0,U,2,61,22.1,16.7,0.57,21.3,12.96,0.8,23643898.434661075,0.0
167,2,South Lake B,07/29/14,1442.0,U,2,68.6,27.9,18.3,0.49,23.6,4.83,0.6,23643898.434661075,0.0
168,2,South Lake B,07/31/14,1050.0,U,2,63,30.3,21.7,0.92,23.7,8.02,0.8,1530000.0,0.0
169,2,South Lake B,08/07/14,1453.0,U,2,61.3,24.6,24.1,0.48,24.7,5.96,1,23643898.434661075,0.0
170,2,South Lake B,08/18/14,1105.0,U,2,62.5,30.2,19.4,0.53,21.9,7.76,0.6,4290000.0,0.0
171,2,South Lake B,08/28/14,1408.0,U,2,55,12.3,23.2,0.38,23.8,12.49,0.7,23643898.434661075,0.0
172,2,South Lake B,09/05/14,1115.0,U,2,48.8,16.9,24.8,0.45,24.5,9.42,0.6,0.0,0.0
173,2,South Lake B,09/29/14,1158.0,U,1.6,45.8,8.6,25.6,0.38,18.69886000911993,14.34,0.8,23643898.434661075,0.0
174,2,South Lake B,09/29/14,1040.0,U,2,49.5,15.4,26.6,0.35,18.9,16.98,0.7,0.0,0.0
175,2,South Lake B,10/09/14,1201.0,U,1,61.3,17.4,26.9,0.45,18.69886000911993,7.71,0.5,23643898.434661075,0.0
176,2,South Lake B,10/28/14,1145.0,U,2,55.8,26.2,29.2,0.52,10.7,H3.11,0.6,23643898.434661075,0.0
177,2,South Lake B,05/01/15,1045.0,U,2,32.4,10.8,17.9,0.46,12.7,8.21,0.9,0.0,0.0
178,2,South Lake B,05/21/15,1345.0,U,2,58.4,39.2,17.3,0.45,19.2,10.2,0.5,23643898.434661075,0.0
179,2,South Lake B,05/22/15,1053.0,U,2,51.8,19.9,17.8,0.38,19.3,12.53,0.8,0.0,0.0
180,2,South Lake B,06/04/15,1214.0,U,2,64.1,20.1,20.4,0.61,17.2,4.11,0.4,23643898.434661075,0.0
181,2,South Lake B,06/11/15,1106.0,U,2,47.6,19,18.9,0.52,21.0,8.51,0.6,1440000.0,0.0
182,2,South Lake B,06/25/15,1145.0,U,2,49.8,22.2,17.4,0.48,23.2,4.58,0.6,23643898.434661075,0.0
183,2,South Lake B,07/09/15,1202.0,U,2.6,50.2,19.6,18,0.37,23.0,4.5,1.3,23643898.434661075,0.0
184,2,South Lake B,07/09/15,1104.0,U,2.2,44.1,25.5,17.8,0.35,23.0,4,1.1,30500000.0,0.0
185,2,South Lake B,07/23/15,1059.0,U,2,57.5,16.7,18.1,0.46,24.9,16.35,0.8,12300000.0,0.0
186,2,South Lake B,08/03/15,1210.0,U,2,J61.4,26.4,21.2,0.43,18.69886000911993,10.37,1,23643898.434661075,0.0
187,2,South Lake B,08/03/15,1132.0,,1,,,,,25.1,,,23643898.434661075,0.0
188,2,South Lake B,08/04/15,1114.0,U,2,56.6,22.8,20.4,0.37,26.2,22.08,0.5,23643898.434661075,0.0
189,2,South Lake B,08/10/15,1145.0,U,2,46.9,14.8,22.8,0.39,24.8,9.18,1,23643898.434661075,0.0
190,2,South Lake B,08/18/15,1049.0,U,2,78.4,20.6,22.7,0.37,25.8,11.95,0.7,18400000.0,0.0
191,2,South Lake B,08/20/15,1148.0,U,2,55.8,15.7,23.1,0.34,26.1,15.93,0.7,23643898.434661075,0.0
192,2,South Lake B,09/09/15,1135.0,U,2,58.3,15.9,25.2,0.35,25.6,5.26,0.8,0.0,0.0
193,2,South Lake B,09/16/15,1300.0,U,1,64.6,14.6,25.9,0.35,23.3,12.44,0.5,23643898.434661075,0.0
194,2,South Lake B,09/22/15,1047.0,U,2,61.2,17.1,27,0.37,21.0,15.59,0.6,23643898.434661075,0.0
195,2,South Lake B,09/24/15,1052.0,U,2,56.8,17.1,24.5,0.38,20.4,14.27,0.5,427000.0,0.0
196,2,South Lake B,10/12/15,1104.0,U,2,56.8,19.3,30.3,0.53,14.5,11.1,0.7,1080000.0,0.0
197,2,South Lake B,10/13/15,1100.0,U,2,50.7,17.2,30,0.47,14.5,14.6,0.6,23643898.434661075,0.0
198,4,South Lake A,04/12/06,1225.0,U,2.2,29.5,15.7,18.8,0.7,18.69886000911993,4.84,1.1,0.0,0.0
199,4,South Lake A,05/02/06,1215.0,U,3,30.2,16.4,18.9,0.58,18.69886000911993,4.29,1.5,0.0,0.0
200,4,South Lake A,05/25/06,1245.0,E,3.4,29.5,14.7,16.4,0.39,15.2,9.53,1.7,0.0,0.0
201,4,South Lake A,05/25/06,1250.0,H,8,28,13.2,15.7,0.55,18.69886000911993,,,23643898.434661075,0.0
202,4,South Lake A,06/08/06,1058.0,U,4.6,31.5,18.8,16.2,0.39,18.69886000911993,5.14,2.3,23643898.434661075,0.0
203,4,South Lake A,06/08/06,1235.0,U,3.6,29.3,15.1,16,0.3,18.8,5.22,1.8,0.0,0.0
204,4,South Lake A,06/30/06,1235.0,E,2,59.8,39.8,13,0.51,23.8,5.14,0.8,0.0,0.0
205,4,South Lake A,06/30/06,1250.0,H,COM,29.4,17.1,15,0.51,18.69886000911993,,,23643898.434661075,0.0
206,4,South Lake A,07/13/06,1115.0,E,3.4,34.6,17.1,14,0.39,18.69886000911993,4.38,1.7,23643898.434661075,0.0
207,4,South Lake A,07/13/06,1135.0,H,COM,27.1,17.7,14.5,0.47,18.69886000911993,,,23643898.434661075,0.0
208,4,South Lake A,07/24/06,1230.0,U,2.8,69.6,25.6,13.6,0.48,24.2,12.4,1.4,2150000.0,0.0
209,4,South Lake A,07/31/06,1055.0,E,3,37.1,8.3,14.5,,18.69886000911993,16.3,1.5,23643898.434661075,0.0
210,4,South Lake A,07/31/06,1105.0,H,COM,34.3,19.1,15.1,0.55,18.69886000911993,,,23643898.434661075,0.0
211,4,South Lake A,08/03/06,1235.0,E,2,33.7,18.4,13.7,0.37,25.1,4.59,1,116000.0,0.0
212,4,South Lake A,08/03/06,1255.0,H,COM,34.7,22.4,13.4,0.55,18.69886000911993,,,23643898.434661075,0.0
213,4,South Lake A,08/11/06,1325.0,U,3.4,40.7,24.7,15,0.41,23.4,4.34,1.7,2680000.0,0.0
214,4,South Lake A,08/16/06,1050.0,E,3.2,37.5,22.2,15.6,0.41,18.69886000911993,11.5,1.6,23643898.434661075,0.0
215,4,South Lake A,08/29/06,1100.0,U,4,36.2,20.6,17.2,0.41,18.69886000911993,2.71,2,23643898.434661075,0.0
216,4,South Lake A,08/31/06,1220.0,U,3.6,39.3,24.8,17.2,0.39,20.9,6.46,1.8,1320000.0,0.0
217,4,South Lake A,09/15/06,945.0,U,4.4,38.7,27.1,18.1,0.35,18.69886000911993,4.56,2.2,23643898.434661075,0.0
