StationID,Station,Date,Time,Stratum,Depth,TP,DP,Cl,TN,TempC,DO,Chla,Secchi,NP_Cya_bio
51,Missisquoi Bay Central,6/1/07,1000,U,2,37.3,9.5,5.7,0.73,,,32.3,1,
51,Missisquoi Bay Central,6/13/07,1110,U,4,36.3,18.9,6.4,0.9,21.6,,13.1,1.8,555000
51,Missisquoi Bay Central,6/14/07,1000,U,4.4,42.5,15.6,6.3,0.99,,,7.73,2.2,
51,Missisquoi Bay Central,6/29/07,1000,U,4.4,44.6,17.1,6.6,0.68,,,15.7,2.2,
51,Missisquoi Bay Central,7/2/07,1230,U,4,42,20.8,6.5,0.5,20.7,,14.2,2,0
51,Missisquoi Bay Central,7/12/07,1000,U,5,44.8,16.6,7,0.58,,,12,2.5,
51,Missisquoi Bay Central,7/18/07,1115,U,3,48,44.5,7.2,0.63,22.8,,17.5,1.5,289000
51,Missisquoi Bay Central,7/25/07,1000,U,3.5,40.4,12.6,7.3,0.57,,,15.3,1.8,
51,Missisquoi Bay Central,8/7/07,1000,U,4,52.8,29.6,7.4,0.46,,,7.11,2,
51,Missisquoi Bay Central,8/13/07,1215,U,3.8,59.5,21.7,7.3,0.45,24.4,,17.4,1.9,
51,Missisquoi Bay Central,8/20/07,1200,U,2.7,45.6,17.1,7.4,0.41,,,10.7,1.4,
51,Missisquoi Bay Central,8/29/07,1115,U,3,63.5,28.7,7.8,0.44,22.2,,6.63,1.7,2.37E+06
51,Missisquoi Bay Central,9/4/07,1330,U,4.4,53.2,28.5,7.7,0.34,,,4.98,2.2,
51,Missisquoi Bay Central,9/18/07,1000,U,4,55.2,28.4,7.6,0.36,,,7.06,2,
51,Missisquoi Bay Central,10/9/07,1130,U,4,52.1,20.9,8.2,0.42,16.2,,7.92,2.6,542000
51,Missisquoi Bay Central,10/10/07,1130,U,4.5,50.5,25.4,7.9,0.35,,,5.39,3,
51,Missisquoi Bay Central,10/25/07,1120,U,2,76.9,48.8,9.1,1,13.2,,6.54,0.8,315000
51,Missisquoi Bay Central,5/2/08,1105,U,3.5,31.1,13.3,5.2,0.58,11.1,,9.16,1.7,0
51,Missisquoi Bay Central,5/16/08,1220,U,4,32.7,16.5,6,0.5,,,14,2,0
51,Missisquoi Bay Central,5/30/08,1115,U,4.5,35.9,17.4,6.7,0.54,16.4,,7.88,2.5,0
51,Missisquoi Bay Central,6/5/08,1130,U,4.5,42.3,16.7,6.2,0.41,,,5.19,3.5,
51,Missisquoi Bay Central,6/13/08,1115,U,3,54.3,23.3,7,1.26,22.1,,2.37,1.5,0
51,Missisquoi Bay Central,6/25/08,1105,U,2.4,47.4,22.3,7,0.98,21.7,,30.5,1.2,180000
51,Missisquoi Bay Central,6/27/08,930,U,4,51.5,32.2,6.3,0.58,21.6,,11.4,2,
51,Missisquoi Bay Central,7/8/08,930,U,3,48.9,15.8,5.2,0.58,23.9,,6.92,1.5,
51,Missisquoi Bay Central,7/15/08,1110,U,3,60.6,40.4,6.8,0.8,23.5,,4.34,1.8,1.89E+06
51,Missisquoi Bay Central,7/29/08,1000,U,2.2,80.7,27.2,7.3,0.67,23.4,,26,1.1,
51,Missisquoi Bay Central,8/6/08,1115,U,2,74.1,29.7,7.1,0.81,23.2,,45.5,1.1,1.19E+09
51,Missisquoi Bay Central,8/12/08,930,U,3,54.2,18.4,6.2,0.58,22.5,,26.4,1.5,
51,Missisquoi Bay Central,8/20/08,1130,U,4,52.5,31.7,6.4,0.54,21.1,,7.98,2,2.91E+07
51,Missisquoi Bay Central,8/22/08,900,U,3.4,58.7,20.4,6.3,0.59,21.3,,14.6,1.7,
51,Missisquoi Bay Central,9/2/08,1100,U,2.5,48.3,16.7,6.8,0.49,22.5,,15.8,1.3,
51,Missisquoi Bay Central,9/4/08,1105,U,3,44.4,19.4,6.9,0.53,23.4,,11.9,1.4,1.19E+08
51,Missisquoi Bay Central,9/17/08,1110,U,2,73.2,26.6,6.8,0.59,18.8,,9.94,1.1,6.28E+07
51,Missisquoi Bay Central,9/23/08,1015,U,4,49.2,19.3,7.2,0.51,16.4,,9.74,2,
51,Missisquoi Bay Central,10/7/08,1105,U,3,39.4,11.4,7.4,0.47,13.2,,18.6,1.5,1.12E+08
51,Missisquoi Bay Central,10/8/08,930,U,3,37.5,10.8,7.5,0.43,12.8,,10.7,1.5,
51,Missisquoi Bay Central,11/5/08,1055,U,2,64,34.5,8,0.73,5.9,,9.38,1,1.63E+06
51,Missisquoi Bay Central,4/15/09,1100,U,1.8,35.4,14.4,6.7,0.9,5.3,,9.84,0.9,0
51,Missisquoi Bay Central,4/30/09,1050,U,2.8,35,16.9,6.7,0.77,12.3,,7.35,1.4,243000
51,Missisquoi Bay Central,5/18/09,1120,U,1.8,69.1,23.6,6.8,0.8,14.2,,13.2,0.9,4.47E+06
51,Missisquoi Bay Central,6/1/09,1000,U,1.6,64.4,25.7,7,0.66,,,3.7,0.8,
51,Missisquoi Bay Central,6/2/09,1055,U,2,61,35.2,7.2,0.69,15.1,,6.88,1,806000
51,Missisquoi Bay Central,6/17/09,1145,U,4,42.6,15.2,7,0.44,21.3,,6.9,3.5,431000
51,Missisquoi Bay Central,7/9/09,1105,U,3.2,52.4,29.3,7,1,,,14.8,1.6,5.29E+07
51,Missisquoi Bay Central,7/15/09,945,U,2,62.1,15.7,6.8,0.74,19.9,,26.6,1,
51,Missisquoi Bay Central,7/21/09,1000,U,2.2,33.7,11.3,6.8,0.33,21.7,,42.7,1.1,
51,Missisquoi Bay Central,7/28/09,1120,U,2,59.3,22.8,6.6,0.33,23.1,,9.09,1,7.70E+07
51,Missisquoi Bay Central,8/7/09,930,U,1.6,84.5,45,6.9,0.54,22.7,,5.8,0.8,
51,Missisquoi Bay Central,8/11/09,1120,U,2.6,62.9,37.7,6.9,0.51,22.9,,2.52,1.3,1.93E+08
51,Missisquoi Bay Central,8/17/09,930,U,2,56.3,22.2,6.9,0.47,24.8,,6.42,1,
51,Missisquoi Bay Central,9/1/09,915,U,2.4,55.9,22.5,7,0.46,20.1,,15.7,1.2,
51,Missisquoi Bay Central,9/1/09,1125,U,2.4,63.2,35.2,7.2,0.43,20.4,,13.8,1.2,5.92E+07
51,Missisquoi Bay Central,9/17/09,1100,U,3.8,43.9,24.5,7.3,0.45,18.6,,9.68,1.9,3.56E+07
51,Missisquoi Bay Central,9/21/09,1000,U,4,42.3,18.3,7.3,0.27,16.3,,10.7,3.2,
51,Missisquoi Bay Central,10/5/09,1105,U,3.2,38.6,16.7,7.8,0.45,13.4,,11.6,1.6,2.95E+06
51,Missisquoi Bay Central,4/12/10,1100,U,2.2,39,16.1,6.1,0.87,8.4,,H7.17,1.1,0
51,Missisquoi Bay Central,5/4/10,1110,U,3.2,33.4,16.3,6.9,0.87,12.4,,H8.33,1.6,0
51,Missisquoi Bay Central,5/18/10,1120,U,2.4,37.3,11.8,6.3,0.66,15,,H17.1,1.2,0
51,Missisquoi Bay Central,5/19/10,1200,U,1,34.4,16.3,6.4,0.55,15.8,,,1.5,
51,Missisquoi Bay Central,6/2/10,1130,U,3,42.9,17.4,6.6,0.57,20.3,,5.68,1.5,
51,Missisquoi Bay Central,6/2/10,1130,U,3.6,48.3,24.8,6.8,0.62,20.7,,6.55,1.8,1.01E+07
51,Missisquoi Bay Central,6/15/10,1120,U,3,37.4,14.8,7.2,1.18,18.8,,H14.1,1.5,
51,Missisquoi Bay Central,6/25/10,1125,U,4,42.8,20.8,7,0.89,22.5,,6.82,2,769000
51,Missisquoi Bay Central,7/6/10,1100,U,4,31.5,10.8,6.9,0.78,23.8,,15.1,2,
51,Missisquoi Bay Central,7/14/10,1305,U,4,34.6,19.9,6.8,0.67,26.6,,6.94,3,3.93E+06
51,Missisquoi Bay Central,7/20/10,1030,U,4,42.2,20.4,6.8,0.63,,,7.93,2,
51,Missisquoi Bay Central,7/29/10,1120,U,2,61.8,19.5,7.2,0.46,23.9,,27.6,1,1.11E+08
51,Missisquoi Bay Central,8/5/10,1120,U,3,42.6,13.2,6.9,0.37,,,5.62,1.5,
51,Missisquoi Bay Central,8/11/10,1120,U,2,55.6,16.8,6.2,0.43,22.5,,25.8,1,5.83E+07
51,Missisquoi Bay Central,8/17/10,1110,U,2,64.6,12,6.2,0.53,,,35,1,
51,Missisquoi Bay Central,8/24/10,1045,U,1.4,61.3,14.5,6.4,0.42,21.8,,37.7,0.7,2.19E+08
51,Missisquoi Bay Central,9/1/10,1020,U,1,81.1,17.1,6.3,0.84,24.7,,,1,
51,Missisquoi Bay Central,9/8/10,1105,U,2,62.8,24.9,6.7,0.55,20.7,,20,1,4.76E+07
51,Missisquoi Bay Central,10/4/10,1100,U,1,150,68.3,7.3,1.54,14.4,,13.8,0.5,
51,Missisquoi Bay Central,10/5/10,1115,U,1,108,49,7.1,1.12,14.2,,23.8,0.4,4.40E+07
51,Missisquoi Bay Central,5/12/11,1105,U,1.2,61.8,33.6,5.3,0.79,13.3,,5.52,0.6,1.14E+06
51,Missisquoi Bay Central,6/22/11,1952,U,2,32.6,15,5.3,0.73,22.4,,12.2,1,
51,Missisquoi Bay Central,6/22/11,1130,U,2.8,39.6,39.3,5.3,0.82,23,,33.4,1.4,8.92E+06
51,Missisquoi Bay Central,7/8/11,1055,U,4,37.3,25.5,5.6,0.55,23.5,,8.06,2.2,9.95E+07
51,Missisquoi Bay Central,7/13/11,1030,U,3,42.1,12.6,5.8,0.68,24.5,,15.3,1.5,
51,Missisquoi Bay Central,7/19/11,1110,U,3,47,13.5,6,0.72,,,12,1.5,
51,Missisquoi Bay Central,7/20/11,1045,U,3.2,38,16.9,5.9,0.6,25.1,,12.8,1.6,3.01E+08
51,Missisquoi Bay Central,8/1/11,1117,U,3,52.5,16.9,6,0.61,24.3,,17,1.5,
51,Missisquoi Bay Central,8/12/11,1105,U,3,61.4,20,6,H0.55,23.5,,J31.8,1.5,5.19E+08
51,Missisquoi Bay Central,8/17/11,1047,U,2,39.6,15.8,6,0.59,23.4,,J20.4,1,
51,Missisquoi Bay Central,9/12/11,1055,U,1.8,93.6,46.2,H5.5,1.07,19.7,,H34.6,0.9,2.41E+08
51,Missisquoi Bay Central,9/26/11,1030,U,2,H59.9,H25.6,H5.4,0.81,19.1,,H23.5,1,6.05E+07
51,Missisquoi Bay Central,10/6/11,1300,U,1,H77,H35.6,H5.8,0.93,14.6,,,1,
51,Missisquoi Bay Central,10/14/11,1230,U,2.4,59.2,H27.8,H5.4,0.81,15.2,,H14,1.2,3.57E+07
51,Missisquoi Bay Central,11/8/11,1030,U,3.8,51.9,36.3,5.8,0.78,6.7,,H5.97,1.9,101000
51,Missisquoi Bay Central,4/13/12,1105,U,2.8,37.3,17.7,6.4,0.85,7.8,,H10.2,1.4,0
51,Missisquoi Bay Central,5/14/12,1120,U,3,45.6,16.2,H6.7,0.78,15,,H24.89,1.5,0
51,Missisquoi Bay Central,5/21/12,1329,U,3.4,32.8,14.4,6.1,0.59,20.1,,H4.93,1.7,
51,Missisquoi Bay Central,6/5/12,1120,U,3.8,69.8,35.7,6.5,0.71,19.1,,4.04,1.9,
51,Missisquoi Bay Central,6/11/12,1040,U,3.6,62.7,29.8,6.7,0.83,21.8,,14.45,1.8,69900
51,Missisquoi Bay Central,6/20/12,1048,U,3,50.2,15.1,7.3,0.78,,,15.56,1.5,
51,Missisquoi Bay Central,7/2/12,1210,U,3.4,63.7,35.4,7.2,0.54,24.2,,4.41,1.7,
51,Missisquoi Bay Central,7/3/12,1150,U,3.4,56.5,39.8,7.2,0.6,24.1,,7.32,1.7,3.25E+07
51,Missisquoi Bay Central,7/16/12,1230,U,3.6,80.8,,7.6,0.4,25.9,,H4.88,1.8,
51,Missisquoi Bay Central,7/19/12,1250,U,3.6,95.4,68.9,7.3,0.48,25.5,,H9.05,1.8,1.45E+08
51,Missisquoi Bay Central,8/2/12,1140,U,3,97.9,49.3,7.5,0.47,25.5,,H13.96,1.5,
51,Missisquoi Bay Central,8/6/12,1050,U,1.8,109,46.8,7.5,0.61,25.5,,H33.27,0.9,4.15E+08
51,Missisquoi Bay Central,8/21/12,1245,U,1,H88.7,20.1,7.8,H0.87,23.1,,H113.1,0.5,1.67E+09
51,Missisquoi Bay Central,9/6/12,1200,U,1.4,103,22.1,H8,H0.83,22.5,,H36.54,0.7,
51,Missisquoi Bay Central,9/14/12,1320,U,2,72.6,33.3,7.6,0.62,,,H29.99,1,9.52E+07
51,Missisquoi Bay Central,9/26/12,1100,U,1.6,80.3,27.6,7.9,0.58,15.8,,H12.81,0.8,
51,Missisquoi Bay Central,10/11/12,1020,U,3.2,60.7,29,8.1,0.62,12.7,,H5.71,1.6,
51,Missisquoi Bay Central,5/6/13,1130,U,3.2,35.9,15.6,6.9,H0.74,,,H8.5,1.6,0
51,Missisquoi Bay Central,5/16/13,1135,U,1,47.6,20.5,7.4,0.72,15.1,,,1,
51,Missisquoi Bay Central,5/28/13,1135,U,1,,,,,,,,,789000
51,Missisquoi Bay Central,5/30/13,1115,U,3.2,53.4,42.9,7.6,1.84,,,3.38,1.6,294000
51,Missisquoi Bay Central,6/12/13,1120,U,4,51.7,35.7,7.2,1.34,17.9,,2.78,2.5,166000
51,Missisquoi Bay Central,6/24/13,1041,U,4,33.1,11.2,H6.6,1.12,21.7,,H13.57,2,0
51,Missisquoi Bay Central,6/24/13,1055,U,3.8,30.5,13.3,7.4,1.1,,,8.52,1.9,3.56E+06
51,Missisquoi Bay Central,7/5/13,1100,U,4,20.4,9.3,H7.6,1.13,24.1,,5.61,2,2.27E+07
51,Missisquoi Bay Central,7/15/13,1105,U,3.8,30.9,15.2,7.9,0.88,,,13.3,1.9,4.56E+07
51,Missisquoi Bay Central,7/17/13,1007,U,3.5,30.8,8.9,7.7,0.78,27.4,,6.72,1.8,
51,Missisquoi Bay Central,7/30/13,1100,U,1.8,63.4,21.1,7.7,0.88,,,74.24,0.9,2.67E+09
51,Missisquoi Bay Central,7/31/13,1115,U,2,57.3,22.9,7.6,0.89,23.5,,22.86,1,
51,Missisquoi Bay Central,8/26/13,1119,U,4,38.5,23.9,H7.7,H0.56,22.3,,H7.83,2,
51,Missisquoi Bay Central,9/3/13,1040,U,3.4,66.1,33.3,7.8,H0.71,,,H54.09,1.7,9.78E+07
51,Missisquoi Bay Central,9/16/13,1122,U,4,63.7,41.3,H8.2,0.68,17.4,,H8.61,2,
51,Missisquoi Bay Central,9/27/13,1305,U,2,66.9,26.7,8.7,0.81,15.6,,H48.75,1,
51,Missisquoi Bay Central,10/9/13,1250,U,1,52.8,29.7,8.3,0.44,15.6,,,1.5,6.34E+08
51,Missisquoi Bay Central,10/11/13,1050,U,4,52.5,26.2,8.1,0.42,15.1,,19.98,2,1.57E+07
51,Missisquoi Bay Central,5/9/14,1100,U,2.4,J31,18,6.4,0.81,,,17.63,1.2,0
51,Missisquoi Bay Central,5/12/14,1353,U,1.2,54.9,29.1,7.7,1.31,13.8,,7.99,0.6,
51,Missisquoi Bay Central,6/2/14,1357,U,3.2,38.4,17,7.5,0.77,18.7,,7.42,1.6,
51,Missisquoi Bay Central,6/2/14,1120,U,4,33.7,26.7,7.6,0.82,18.4,,9.37,2.4,0
51,Missisquoi Bay Central,6/20/14,1517,U,3,66.5,38.9,8.2,1.54,20.8,,9,1.5,
51,Missisquoi Bay Central,6/23/14,1130,U,4,52.3,33,7.8,1.08,22.2,,6.77,2.4,60700
51,Missisquoi Bay Central,7/9/14,1324,U,2.6,59.5,27.4,7.9,1.14,23,,4.23,1.3,
51,Missisquoi Bay Central,7/15/14,1040,U,4,39.2,15.6,7.9,0.8,24,,17.03,2,0
51,Missisquoi Bay Central,7/21/14,1319,U,3.6,39,10.9,8.3,0.71,23.9,,8.98,1.8,
51,Missisquoi Bay Central,7/24/14,1000,U,4,38.4,22.6,8.4,0.75,23.8,,6.33,2.1,3.67E+07
51,Missisquoi Bay Central,8/5/14,1110,U,3,59,26.1,8.3,0.7,23.9,,25.62,1.5,3.25E+07
51,Missisquoi Bay Central,8/6/14,1357,U,3,46,15.4,8.3,0.56,23.8,,16.1,1.5,
51,Missisquoi Bay Central,8/20/14,1100,U,1.8,96.1,29.5,8.5,1.04,20.6,,34.73,0.9,7.34E+08
51,Missisquoi Bay Central,8/21/14,1329,U,2,71.3,21.4,8.7,0.7,21.7,,8.48,1,
51,Missisquoi Bay Central,9/12/14,1000,U,1.6,124,22.2,8.1,0.78,,,57.51,0.8,
51,Missisquoi Bay Central,9/19/14,1105,U,2.4,81.1,32.2,8.4,0.63,15.4,,32.67,1.2,2.56E+07
51,Missisquoi Bay Central,9/30/14,1043,U,3,58.2,24.7,8.7,0.47,,,6.29,1.5,
51,Missisquoi Bay Central,10/9/14,1040,U,3.4,72.5,43.3,9.2,0.43,,,5.79,1.7,0
51,Missisquoi Bay Central,10/29/14,1115,U,3.8,94.8,46.1,9.9,0.54,9.8,,H5.75,1.9,
51,Missisquoi Bay Central,5/4/15,1050,U,2.4,33.9,17,6.6,0.7,12.3,,13.44,1.2,112000
51,Missisquoi Bay Central,5/18/15,1047,U,2.8,41.1,18.2,8,0.72,18,,30.9,1.4,
51,Missisquoi Bay Central,6/3/15,1006,U,4,60,40.7,8.1,0.57,17.9,,3.98,2.6,
51,Missisquoi Bay Central,6/5/15,1100,U,4,57.5,36.2,8.4,0.98,18.2,,11.74,2.1,74300
51,Missisquoi Bay Central,6/16/15,1020,U,3.2,52,18.4,8.3,1.35,19.7,,10.57,1.6,
51,Missisquoi Bay Central,7/7/15,1210,U,4,40.2,17.8,8.1,0.96,22.4,,10.62,2,
51,Missisquoi Bay Central,7/8/15,1105,U,3.6,44,27.8,7.7,1.18,22,,6.03,1.8,1.23E+07
51,Missisquoi Bay Central,7/20/15,1132,U,2.4,48.7,22.7,8.1,0.83,24.1,,21.63,1.2,4.88E+08
51,Missisquoi Bay Central,7/24/15,1036,U,3.6,52,24.7,8,0.76,23.1,,20.61,1.8,
51,Missisquoi Bay Central,8/4/15,1040,U,2.5,56.2,24.5,7.5,0.56,24,,8.14,1.3,
51,Missisquoi Bay Central,8/6/15,1103,U,2.2,67.4,25.8,7.7,0.71,23.4,,42.08,1.1,4.72E+08
51,Missisquoi Bay Central,8/18/15,1045,U,2.6,59.6,18.7,8.1,0.64,24.2,,43.35,1.3,
51,Missisquoi Bay Central,8/19/15,1104,U,2.2,53.4,16.8,8,0.69,25.6,,27.5,1.1,3.89E+08
51,Missisquoi Bay Central,9/1/15,1030,U,2,77.2,38.9,8.5,0.61,22.7,,22.28,1,
51,Missisquoi Bay Central,9/4/15,1117,U,2,83.4,33.9,8.3,0.71,23.7,,23.94,1,1.33E+08
51,Missisquoi Bay Central,9/17/15,1100,U,2,94.2,40.7,8.7,0.9,22.3,,50.16,1,4.43E+08
51,Missisquoi Bay Central,9/18/15,1030,U,2,90.8,33.8,8.7,0.72,22.2,,29.84,1,
51,Missisquoi Bay Central,10/7/15,1042,U,2.8,68.8,42.6,9.6,0.74,13.4,,10.22,1.4,9.46E+06
51,Missisquoi Bay Central,10/8/15,1030,U,3.2,70.7,44,9.7,0.72,13.2,,7.12,1.6,
51,Missisquoi Bay Central,10/21/15,1123,U,2.6,79.4,49.7,9.2,0.76,9.2,,11.81,1.3,6.51E+06
